Course Code,Course Name,Stream,Interests,Job Roles,Industries,Core Skills
56,Facilities Management,Multi-stream (Physical Science or Commerce),"Facilities Management, Business strategy, Leadership, Organizational behavior, Operations, Project management, Entrepreneurship, Problem solving, Data analysis, Team building, Economics, Corporate governance, Building things, Mathematics, Physics, Technology, Designing structures, Innovation, Construction, Sustainable design, Mechanics","Business Manager, Management Consultant, Operations Manager, Project Manager, Entrepreneur, Business Analyst, General Manager, Strategic Planner, Corporate Executive, Supply Chain Manager, Engineer, Architect, Quantity Surveyor, Structural Engineer, Urban Planner, Site Engineer, Consultant Engineer, Design Engineer, Quality Assurance Engineer","Banking & Finance, Corporate Sector, Retail, Marketing & Advertising, Supply Chain & Logistics, Real Estate, Insurance, Consulting, E-commerce, FMCG, Construction, Manufacturing, Technology, Automotive, Aerospace, Energy & Power, Telecommunications, Infrastructure, Consulting Firms","Leadership, Financial Analysis, Communication, Strategic Planning, Negotiation, Marketing, Problem Solving, Time Management, Team Building, Data-driven Decision Making, Advanced Mathematics, Physics, CAD / Modeling, Project Management, Analytical Thinking, Technical Drawing, Structural Analysis, Safety Management"
79,Management and Information Technology (SEUSL),Multi-stream (any),"Management and Information Technology (SEUSL), IT Infrastructure, Networking, Database management, Tech support, System administration, Cloud computing, Cybersecurity, Enterprise software, Hardware systems, Technology integration, Project management, Coding, Programming, Technology, Software development, Data analysis, Artificial Intelligence, Automation, Problem solving, Web design","IT Manager, Network Administrator, Systems Administrator, Database Administrator (DBA), IT Consultant, Cloud Support Engineer, Cybersecurity Specialist, Help Desk Manager, IT Project Manager, Enterprise Architect, Business Manager, Management Consultant, Software Engineer, Web Developer, Data Scientist, Systems Analyst, Network Engineer, Database Administrator, Cloud Architect, UI/UX Designer","Information Technology, Software Development, Cybersecurity, Cloud Computing, FinTech, E-commerce, Telecommunications, AI/ML Research, Consulting, Tech Startups, Banking & Finance, Corporate Sector, Gaming","Programming, System Design, Problem Solving, Algorithm Design, Database Management, Cloud Computing, Networking, Cybersecurity, Version Control (Git), Agile Methodologies, Leadership, Financial Analysis, Web Development, Data Analysis, Machine Learning"
64,Science and Technology,Biological Science or Physical Science,"Science and Technology, Scientific research, Data analysis, Experiments, Mathematics, Biology, Chemistry, Physics, Problem solving, Laboratory work, Discovering new things, Nature, Environment","Research Scientist, Lab Technician, Data Analyst, Statistician, Chemist, Biologist, Academic Researcher, Science Teacher, Quality Control Inspector, Environmental Consultant","Scientific Research, Education, Environmental Services, Manufacturing, Government Research Institutes, Chemical Industry, Space & Aeronautics, Biotech, Data Analytics, Agriculture, Pharmaceuticals, Biotechnology","Laboratory Skills, Data Analysis, Statistical Modeling, Critical Thinking, Research Methodology, Report Writing, Mathematical Calculation, Experiment Design, Scientific Computing, Observation, Laboratory skills, Statistical modeling, Critical thinking, Research methodology, Report writing, Mathematical calculation, Experiment design"
65,Computer Science & Technology,Biological Science or Physical Science,"Computer Science & Technology, Coding, Algorithms, Software development, Artificial Intelligence, Machine Learning, Data structures, Problem solving, System architecture, Cybersecurity, Cloud computing, Mathematics, Programming, Technology, Data analysis, Automation, Web design","Software Engineer, Systems Architect, AI/ML Engineer, Backend Developer, Full Stack Developer, Data Scientist, DevOps Engineer, Cybersecurity Analyst, Cloud Solutions Architect, Tech Lead, Web Developer, Systems Analyst, Network Engineer, Cybersecurity Specialist, IT Consultant, Database Administrator, Cloud Architect, UI/UX Designer","Information Technology, Software Development, Cybersecurity, Cloud Computing, FinTech, E-commerce, Telecommunications, AI/ML Research, Consulting, Tech Startups, Gaming","Programming, System Design, Problem Solving, Algorithm Design, Database Management, Cloud Computing, Networking, Cybersecurity, Version Control (Git), Agile Methodologies, Web Development, Data Analysis, Machine Learning"
66,Entrepreneurship and Management,Commerce; Biological Science; or Physical Science,"Entrepreneurship and Management, Business strategy, Leadership, Organizational behavior, Operations, Project management, Entrepreneurship, Problem solving, Data analysis, Team building, Economics, Corporate governance, Business, Money & Finance, Marketing, Working with people, Startups, Sales, Managing teams, Strategic planning, Corporate world","Business Manager, Management Consultant, Operations Manager, Project Manager, Entrepreneur, Business Analyst, General Manager, Strategic Planner, Corporate Executive, Supply Chain Manager, Accountant, Financial Analyst, Marketing Executive, HR Manager, Banker, Logistics Manager, Sales Director","Banking & Finance, Corporate Sector, Retail, Marketing & Advertising, Supply Chain & Logistics, Real Estate, Insurance, Consulting, E-commerce, FMCG, Human Resources, Startups","Leadership, Financial Analysis, Communication, Strategic Planning, Negotiation, Marketing, Problem Solving, Time Management, Team Building, Data-driven Decision Making, Financial analysis, Strategic planning, Accounting, Problem solving, Time management, Data-driven decision making"
75,Industrial Information Technology,Multi-stream (any),"Industrial Information Technology, IT Infrastructure, Networking, Database management, Tech support, System administration, Cloud computing, Cybersecurity, Enterprise software, Hardware systems, Technology integration, Project management, Coding, Programming, Technology, Software development, Data analysis, Artificial Intelligence, Automation, Problem solving, Web design","IT Manager, Network Administrator, Systems Administrator, Database Administrator (DBA), IT Consultant, Cloud Support Engineer, Cybersecurity Specialist, Help Desk Manager, IT Project Manager, Enterprise Architect, Software Engineer, Web Developer, Data Scientist, Systems Analyst, Network Engineer, Database Administrator, Cloud Architect, UI/UX Designer","Information Technology, Software Development, Cybersecurity, Cloud Computing, FinTech, E-commerce, Telecommunications, AI/ML Research, Consulting, Tech Startups, Gaming","Programming, System Design, Problem Solving, Algorithm Design, Database Management, Cloud Computing, Networking, Cybersecurity, Version Control (Git), Agile Methodologies, Web Development, Data Analysis, Machine Learning"
76,Mineral Resources and Technology,Biological Science or Physical Science,"Mineral Resources and Technology, Coding, Algorithms, Software development, Artificial Intelligence, Data structures, Problem solving, System architecture, Cybersecurity, Cloud computing, Mathematics, Scientific research, Experiments, Nature, Biology, Chemistry, Physics, Data analysis, Discovering new things, Laboratory work, Environment","Software Engineer, Systems Architect, AI/ML Engineer, Backend Developer, Data Scientist, IT Consultant, Cybersecurity Analyst, Cloud Solutions Architect, Tech Lead, Systems Analyst, Research Scientist, Lab Technician, Data Analyst, Statistician, Chemist, Biologist, Quality Control Inspector, Environmental Consultant, Academic Researcher, Science Teacher","Information Technology, Software Development, Cybersecurity, Cloud Computing, FinTech, E-commerce, Telecommunications, AI/ML Research, Consulting, Tech Startups, Scientific Research, Education, Pharmaceuticals, Environmental Services, Manufacturing, Government Research Institutes, Biotechnology, Data Analytics, Chemical Industry","Programming, System Design, Problem Solving, Algorithm Design, Database Management, Cloud Computing, Networking, Cybersecurity, Version Control (Git), Agile Methodologies, Laboratory skills, Data Analysis, Statistical modeling, Critical thinking, Research methodology, Report writing, Mathematical calculation, Observation, Experiment design"
90,"Hospitality, Tourism and Events Management",Commerce; Biological Science; or Physical Science,"Hospitality, Tourism and Events Management, Business strategy, Leadership, Organizational behavior, Operations, Project management, Entrepreneurship, Problem solving, Data analysis, Team building, Economics, Corporate governance, Business, Money & Finance, Marketing, Working with people, Startups, Sales, Managing teams, Strategic planning, Corporate world","Business Manager, Management Consultant, Operations Manager, Project Manager, Entrepreneur, Business Analyst, General Manager, Strategic Planner, Corporate Executive, Supply Chain Manager, Accountant, Financial Analyst, Marketing Executive, HR Manager, Banker, Logistics Manager, Sales Director","Banking & Finance, Corporate Sector, Retail, Marketing & Advertising, Supply Chain & Logistics, Real Estate, Insurance, Consulting, E-commerce, FMCG, Human Resources, Startups","Leadership, Financial Analysis, Communication, Strategic Planning, Negotiation, Marketing, Problem Solving, Time Management, Team Building, Data-driven Decision Making, Financial analysis, Strategic planning, Accounting, Problem solving, Time management, Data-driven decision making"
81,Physical Education,Multi-stream (any),"Physical Education, Teaching, Mentorship, Curriculum design, Educational psychology, Child development, Subject mastery, Public speaking, Community building, Special education, E-learning, Coaching, Scientific research, Experiments, Mathematics, Nature, Biology, Chemistry, Physics, Data analysis, Discovering new things, Laboratory work, Environment","Teacher, Lecturer/Professor, Educational Administrator, Curriculum Developer, Special Education Needs (SEN) Teacher, Student Counselor, Corporate Trainer, Principal/Headmaster, Instructional Designer, Education Policy Analyst, Research Scientist, Lab Technician, Data Analyst, Statistician, Chemist, Biologist, Quality Control Inspector, Environmental Consultant, Academic Researcher, Science Teacher","Education, Media & Journalism, Entertainment, Publishing, Government, NGOs, Tourism & Culture, Public Relations, Diplomacy, Social Services, Scientific Research, Pharmaceuticals, Environmental Services, Manufacturing, Government Research Institutes, Biotechnology, Data Analytics, Chemical Industry","Writing, Public Speaking, Critical Thinking, Creativity, Empathy, Cultural Awareness, Language Proficiency, Research, Interpersonal Skills, Communication, Laboratory skills, Data Analysis, Statistical modeling, Critical thinking, Research methodology, Report writing, Mathematical calculation, Observation, Experiment design"
82,Sports Science & Management,Multi-stream (any),"Sports Science & Management, Business strategy, Leadership, Organizational behavior, Operations, Project management, Entrepreneurship, Problem solving, Data analysis, Team building, Economics, Corporate governance, Business, Money & Finance, Marketing, Working with people, Startups, Sales, Managing teams, Strategic planning, Corporate world","Business Manager, Management Consultant, Operations Manager, Project Manager, Entrepreneur, Business Analyst, General Manager, Strategic Planner, Corporate Executive, Supply Chain Manager, Accountant, Financial Analyst, Marketing Executive, HR Manager, Banker, Logistics Manager, Sales Director","Banking & Finance, Corporate Sector, Retail, Marketing & Advertising, Supply Chain & Logistics, Real Estate, Insurance, Consulting, E-commerce, FMCG, Human Resources, Startups","Leadership, Financial Analysis, Communication, Strategic Planning, Negotiation, Marketing, Problem Solving, Time Management, Team Building, Data-driven Decision Making, Financial analysis, Strategic planning, Accounting, Problem solving, Time management, Data-driven decision making"
91,Information Technology & Management,Multi-stream (any),"Information Technology & Management, IT Infrastructure, Networking, Database management, Tech support, System administration, Cloud computing, Cybersecurity, Enterprise software, Hardware systems, Technology integration, Project management, Coding, Programming, Technology, Software development, Data analysis, Artificial Intelligence, Automation, Problem solving, Web design","IT Manager, Network Administrator, Systems Administrator, Database Administrator (DBA), IT Consultant, Cloud Support Engineer, Cybersecurity Specialist, Help Desk Manager, IT Project Manager, Enterprise Architect, Business Manager, Management Consultant, Software Engineer, Web Developer, Data Scientist, Systems Analyst, Network Engineer, Database Administrator, Cloud Architect, UI/UX Designer","Information Technology, Software Development, Cybersecurity, Cloud Computing, FinTech, E-commerce, Telecommunications, AI/ML Research, Consulting, Tech Startups, Banking & Finance, Corporate Sector, Gaming","Programming, System Design, Problem Solving, Algorithm Design, Database Management, Cloud Computing, Networking, Cybersecurity, Version Control (Git), Agile Methodologies, Leadership, Financial Analysis, Web Development, Data Analysis, Machine Learning"
92,Tourism & Hospitality Management,Multi-stream (Commerce; Bio Sci; Phys Sci; or Arts),"Tourism & Hospitality Management, Business strategy, Leadership, Organizational behavior, Operations, Project management, Entrepreneurship, Problem solving, Data analysis, Team building, Economics, Corporate governance, Business, Money & Finance, Marketing, Working with people, Startups, Sales, Managing teams, Strategic planning, Corporate world","Business Manager, Management Consultant, Operations Manager, Project Manager, Entrepreneur, Business Analyst, General Manager, Strategic Planner, Corporate Executive, Supply Chain Manager, Accountant, Financial Analyst, Marketing Executive, HR Manager, Banker, Logistics Manager, Sales Director","Banking & Finance, Corporate Sector, Retail, Marketing & Advertising, Supply Chain & Logistics, Real Estate, Insurance, Consulting, E-commerce, FMCG, Human Resources, Startups","Leadership, Financial Analysis, Communication, Strategic Planning, Negotiation, Marketing, Problem Solving, Time Management, Team Building, Data-driven Decision Making, Financial analysis, Strategic planning, Accounting, Problem solving, Time management, Data-driven decision making"
96,Information Systems,Multi-stream (any),"Information Systems, Writing, Reading, History, Languages, Culture, Society, Human behavior, Creativity, Public speaking, Media and Journalism, Coding, Programming, Technology, Software development, Data analysis, Cybersecurity, Artificial Intelligence, Automation, Problem solving, Web design","Journalist, Teacher/Lecturer, Translator, Writer/Author, Social Worker, Public Relations Officer, Media Producer, Historian, Sociologist, Diplomat, Software Engineer, Web Developer, Data Scientist, Systems Analyst, Network Engineer, Cybersecurity Specialist, IT Consultant, Database Administrator, Cloud Architect, UI/UX Designer","Education, Media & Journalism, Entertainment, Publishing, Government, NGOs, Tourism & Culture, Public Relations, Diplomacy, Social Services, Information Technology, Software Development, Telecommunications, FinTech, E-commerce, Gaming, Consulting, Cybersecurity, Tech Startups","Writing, Public Speaking, Critical Thinking, Creativity, Empathy, Cultural Awareness, Language Proficiency, Research, Interpersonal Skills, Communication, Programming, Algorithm Design, Web Development, Database Management, Cloud Computing, Data Analysis, Networking, Cybersecurity, Machine Learning, Problem Solving"
98,Translation Studies,Arts (any),"Translation Studies, Writing, Reading, History, Languages, Culture, Society, Human behavior, Creativity, Public speaking, Media and Journalism, Acting/Performing, Music","Journalist, Teacher/Lecturer, Translator, Writer/Author, Social Worker, Public Relations Officer, Media Producer, Historian, Sociologist, Diplomat, Musician, Actor/Director","Education, Media & Journalism, Entertainment, Publishing, Government, NGOs, Tourism & Culture, Public Relations, Diplomacy, Social Services","Writing, Public Speaking, Critical Thinking, Creativity, Empathy, Cultural Awareness, Language Proficiency, Research, Interpersonal Skills, Communication, Cultural awareness, Language proficiency, Interpersonal skills"
100,Film & Television Studies,Multi-stream (any),"Film & Television Studies, Writing, Reading, History, Languages, Culture, Society, Human behavior, Creativity, Public speaking, Media and Journalism, Acting/Performing, Music","Journalist, Teacher/Lecturer, Translator, Writer/Author, Social Worker, Public Relations Officer, Media Producer, Historian, Sociologist, Diplomat, Musician, Actor/Director","Education, Media & Journalism, Entertainment, Publishing, Government, NGOs, Tourism & Culture, Public Relations, Diplomacy, Social Services","Writing, Public Speaking, Critical Thinking, Creativity, Empathy, Cultural Awareness, Language Proficiency, Research, Interpersonal Skills, Communication, Cultural awareness, Language proficiency, Interpersonal skills"
101,Project Management,Multi-stream (any),"Project Management, Business strategy, Leadership, Organizational behavior, Operations, Project management, Entrepreneurship, Problem solving, Data analysis, Team building, Economics, Corporate governance, Business, Money & Finance, Marketing, Working with people, Startups, Sales, Managing teams, Strategic planning, Corporate world","Business Manager, Management Consultant, Operations Manager, Project Manager, Entrepreneur, Business Analyst, General Manager, Strategic Planner, Corporate Executive, Supply Chain Manager, Accountant, Financial Analyst, Marketing Executive, HR Manager, Banker, Logistics Manager, Sales Director","Banking & Finance, Corporate Sector, Retail, Marketing & Advertising, Supply Chain & Logistics, Real Estate, Insurance, Consulting, E-commerce, FMCG, Human Resources, Startups","Leadership, Financial Analysis, Communication, Strategic Planning, Negotiation, Marketing, Problem Solving, Time Management, Team Building, Data-driven Decision Making, Financial analysis, Strategic planning, Accounting, Problem solving, Time management, Data-driven decision making"
38,Information and Communication Technology (ICT),Multi-stream (any),"Information and Communication Technology (ICT), Coding, Algorithms, Software development, Artificial Intelligence, Data structures, Problem solving, System architecture, Cybersecurity, Cloud computing, Mathematics, Writing, Reading, History, Languages, Culture, Society, Human behavior, Acting/Performing, Music, Media and Journalism, Public speaking","Software Engineer, Systems Architect, AI/ML Engineer, Backend Developer, Data Scientist, IT Consultant, Cybersecurity Analyst, Cloud Solutions Architect, Tech Lead, Systems Analyst, Journalist, Teacher/Lecturer, Translator, Writer/Author, Social Worker, Public Relations Officer, Media Producer, Musician, Actor/Director, Sociologist","Information Technology, Software Development, Cybersecurity, Cloud Computing, FinTech, E-commerce, Telecommunications, AI/ML Research, Consulting, Tech Startups, Education, Media & Journalism, Entertainment, Publishing, Government, NGOs, Tourism & Culture, Public Relations, Diplomacy, Social Services","Programming, System Design, Problem Solving, Algorithm Design, Database Management, Cloud Computing, Networking, Cybersecurity, Version Control (Git), Agile Methodologies, Writing, Public Speaking, Critical Thinking, Creativity, Empathy, Cultural awareness, Language proficiency, Research, Interpersonal skills, Communication"
99,Software Engineering,Physical Science (or any with Phys Sci subjects),"Software Engineering, Software design, App development, Agile methodologies, User Experience (UX), Programming, System testing, Project management, Problem solving, Web development, Mobile computing, Clean code, Building things, Mathematics, Physics, Technology, Designing structures, Innovation, Construction, Sustainable design, Mechanics","Software Engineer, Frontend Developer, Mobile App Developer, QA Automation Engineer, Scrum Master, Technical Product Manager, Systems Analyst, Software Architect, Game Developer, UI/UX Engineer, Engineer, Architect, Project Manager, Quantity Surveyor, Structural Engineer, Urban Planner, Site Engineer, Consultant Engineer, Design Engineer, Quality Assurance Engineer","Information Technology, Software Development, Cybersecurity, Cloud Computing, FinTech, E-commerce, Telecommunications, AI/ML Research, Consulting, Tech Startups, Construction, Manufacturing, Technology, Automotive, Aerospace, Energy & Power, Infrastructure, Consulting Firms, Real Estate","Programming, System Design, Problem Solving, Algorithm Design, Database Management, Cloud Computing, Networking, Cybersecurity, Version Control (Git), Agile Methodologies, Advanced Mathematics, Physics, CAD / Modeling, Project Management, Analytical Thinking, Technical Drawing, Structural Analysis, Safety Management"
107,Food Business Management,Biological Science or Commerce,"Food Business Management, Business strategy, Leadership, Organizational behavior, Operations, Project management, Entrepreneurship, Problem solving, Data analysis, Team building, Economics, Corporate governance, Farming, Animals, Nature, Environment, Food production, Botany, Sustainability, Marine life, Outdoors, Climate change, Agri-business","Business Manager, Management Consultant, Operations Manager, Project Manager, Entrepreneur, Business Analyst, General Manager, Strategic Planner, Corporate Executive, Supply Chain Manager, Agricultural Scientist, Farm Manager, Food Technologist, Environmental Officer, Plantation Manager, Marine Biologist, Agronomist, Quality Assurance Manager, Export Manager, Sustainability Consultant","Banking & Finance, Corporate Sector, Retail, Marketing & Advertising, Supply Chain & Logistics, Real Estate, Insurance, Consulting, E-commerce, FMCG, Agriculture, Food & Beverage Production, Plantations, Export & Trade, Environmental Conservation, Government Agri Departments, Marine & Fisheries, Sustainable Energy","Leadership, Financial Analysis, Communication, Strategic Planning, Negotiation, Marketing, Problem Solving, Time Management, Team Building, Data-driven Decision Making, Agricultural Management, Food Safety Standards, Environmental Assessment, Biology, Sustainability practices, Farm machinery handling, Supply chain management, Research skills, Soil analysis"
106,Marine and Fresh Water Sciences,Biological Science or Physical Science,"Marine and Fresh Water Sciences, Scientific research, Data analysis, Experiments, Mathematics, Biology, Chemistry, Physics, Problem solving, Laboratory work, Discovering new things, Farming, Animals, Nature, Environment, Food production, Botany, Sustainability, Marine life, Outdoors, Climate change, Agri-business","Research Scientist, Lab Technician, Data Analyst, Statistician, Chemist, Biologist, Academic Researcher, Science Teacher, Quality Control Inspector, Environmental Consultant, Agricultural Scientist, Farm Manager, Food Technologist, Environmental Officer, Plantation Manager, Marine Biologist, Agronomist, Quality Assurance Manager, Export Manager, Sustainability Consultant","Scientific Research, Education, Environmental Services, Manufacturing, Government Research Institutes, Chemical Industry, Space & Aeronautics, Biotech, Data Analytics, Agriculture, Food & Beverage Production, Plantations, Export & Trade, Environmental Conservation, Government Agri Departments, Marine & Fisheries, Sustainable Energy","Laboratory Skills, Data Analysis, Statistical Modeling, Critical Thinking, Research Methodology, Report Writing, Mathematical Calculation, Experiment Design, Scientific Computing, Observation, Agricultural Management, Food Safety Standards, Environmental Assessment, Biology, Sustainability practices, Farm machinery handling, Supply chain management, Research skills, Soil analysis"
109,Business Science,Physical Science or Commerce,"Business Science, Scientific research, Data analysis, Experiments, Mathematics, Biology, Chemistry, Physics, Problem solving, Laboratory work, Discovering new things, Business, Money & Finance, Leadership, Marketing, Working with people, Startups, Economics, Sales, Managing teams, Strategic planning, Corporate world","Research Scientist, Lab Technician, Data Analyst, Statistician, Chemist, Biologist, Academic Researcher, Science Teacher, Quality Control Inspector, Environmental Consultant, Business Manager, Accountant, Financial Analyst, Marketing Executive, HR Manager, Banker, Entrepreneur, Management Consultant, Logistics Manager, Sales Director, Project Manager","Scientific Research, Education, Environmental Services, Manufacturing, Government Research Institutes, Chemical Industry, Space & Aeronautics, Biotech, Data Analytics, Agriculture, Banking & Finance, Corporate Sector, Retail, Marketing & Advertising, Human Resources, Supply Chain & Logistics, Real Estate, Insurance, Consulting, Startups","Laboratory Skills, Data Analysis, Statistical Modeling, Critical Thinking, Research Methodology, Report Writing, Mathematical Calculation, Experiment Design, Scientific Computing, Observation, Leadership, Financial analysis, Communication, Strategic planning, Negotiation, Marketing, Accounting, Problem solving, Time management, Data-driven decision making"
110,Financial Engineering,Commerce,"Financial Engineering, Business, Money & Finance, Leadership, Marketing, Working with people, Economics, Sales, Managing teams, Strategic planning, Corporate world, Building things, Problem solving, Mathematics, Physics, Technology, Designing structures, Innovation, Construction, Sustainable design, Mechanics","Business Manager, Accountant, Financial Analyst, Marketing Executive, HR Manager, Banker, Entrepreneur, Management Consultant, Sales Director, Project Manager, Engineer, Architect, Quantity Surveyor, Structural Engineer, Urban Planner, Site Engineer, Consultant Engineer, Design Engineer, Quality Assurance Engineer","Banking & Finance, Corporate Sector, Retail, Marketing & Advertising, Supply Chain & Logistics, Real Estate, Insurance, Consulting, E-commerce, FMCG, Construction, Manufacturing, Technology, Automotive, Aerospace, Energy & Power, Telecommunications, Infrastructure, Consulting Firms","Leadership, Financial Analysis, Communication, Strategic Planning, Negotiation, Marketing, Problem Solving, Time Management, Team Building, Data-driven Decision Making, Advanced Mathematics, Physics, CAD / Modeling, Project Management, Analytical Thinking, Technical Drawing, Structural Analysis, Safety Management"
111,Geographical Information Science,Arts; Biological Science; or Physical Science,"Geographical Information Science, Scientific research, Data analysis, Experiments, Mathematics, Biology, Chemistry, Physics, Problem solving, Laboratory work, Discovering new things, Nature, Environment","Research Scientist, Lab Technician, Data Analyst, Statistician, Chemist, Biologist, Academic Researcher, Science Teacher, Quality Control Inspector, Environmental Consultant","Scientific Research, Education, Environmental Services, Manufacturing, Government Research Institutes, Chemical Industry, Space & Aeronautics, Biotech, Data Analytics, Agriculture, Pharmaceuticals, Biotechnology","Laboratory Skills, Data Analysis, Statistical Modeling, Critical Thinking, Research Methodology, Report Writing, Mathematical Calculation, Experiment Design, Scientific Computing, Observation, Laboratory skills, Statistical modeling, Critical thinking, Research methodology, Report writing, Mathematical calculation, Experiment design"
113,Financial Mathematics and Industrial Statistics,Multi-stream (any with Combined Math),"Financial Mathematics and Industrial Statistics, Writing, Reading, History, Languages, Culture, Society, Human behavior, Creativity, Public speaking, Media and Journalism, Scientific research, Experiments, Mathematics, Nature, Biology, Chemistry, Physics, Data analysis, Discovering new things, Laboratory work, Environment","Journalist, Teacher/Lecturer, Translator, Writer/Author, Social Worker, Public Relations Officer, Media Producer, Historian, Sociologist, Diplomat, Research Scientist, Lab Technician, Data Analyst, Statistician, Chemist, Biologist, Quality Control Inspector, Environmental Consultant, Academic Researcher, Science Teacher","Education, Media & Journalism, Entertainment, Publishing, Government, NGOs, Tourism & Culture, Public Relations, Diplomacy, Social Services, Scientific Research, Pharmaceuticals, Environmental Services, Manufacturing, Government Research Institutes, Biotechnology, Data Analytics, Chemical Industry","Writing, Public Speaking, Critical Thinking, Creativity, Empathy, Cultural Awareness, Language Proficiency, Research, Interpersonal Skills, Communication, Laboratory skills, Data Analysis, Statistical modeling, Critical thinking, Research methodology, Report writing, Mathematical calculation, Observation, Experiment design"
114,Human Resource Development,Multi-stream (any),"Human Resource Development, People management, Recruitment, Organizational culture, Employee relations, Training and development, Psychology, Labor law, Conflict resolution, Performance management, Communication, Business, Money & Finance, Leadership, Marketing, Working with people, Startups, Economics, Sales, Managing teams, Strategic planning, Corporate world","HR Manager, Talent Acquisition Specialist, Training & Development Manager, Employee Relations Specialist, HR Business Partner, Compensation & Benefits Manager, Organizational Development Consultant, Recruiter, Labor Relations Specialist, Chief Human Resources Officer, Business Manager, Accountant, Financial Analyst, Marketing Executive, Banker, Entrepreneur, Management Consultant, Logistics Manager, Sales Director, Project Manager","Banking & Finance, Corporate Sector, Retail, Marketing & Advertising, Supply Chain & Logistics, Real Estate, Insurance, Consulting, E-commerce, FMCG, Human Resources, Startups","Leadership, Financial Analysis, Communication, Strategic Planning, Negotiation, Marketing, Problem Solving, Time Management, Team Building, Data-driven Decision Making, Financial analysis, Strategic planning, Accounting, Problem solving, Time management, Data-driven decision making"
121,Health Information and Communication Technology,Engineering Technology or Biosystems Technology,"Health Information and Communication Technology, Coding, Algorithms, Software development, Artificial Intelligence, Data structures, Problem solving, System architecture, Cybersecurity, Cloud computing, Mathematics, Building things, Physics, Technology, Designing structures, Innovation, Construction, Sustainable design, Mechanics","Software Engineer, Systems Architect, AI/ML Engineer, Backend Developer, Data Scientist, IT Consultant, Cybersecurity Analyst, Cloud Solutions Architect, Tech Lead, Systems Analyst, Engineer, Architect, Project Manager, Quantity Surveyor, Structural Engineer, Urban Planner, Site Engineer, Consultant Engineer, Design Engineer, Quality Assurance Engineer","Information Technology, Software Development, Cybersecurity, Cloud Computing, FinTech, E-commerce, Telecommunications, AI/ML Research, Consulting, Tech Startups, Construction, Manufacturing, Technology, Automotive, Aerospace, Energy & Power, Infrastructure, Consulting Firms, Real Estate","Programming, System Design, Problem Solving, Algorithm Design, Database Management, Cloud Computing, Networking, Cybersecurity, Version Control (Git), Agile Methodologies, Advanced Mathematics, Physics, CAD / Modeling, Project Management, Analytical Thinking, Technical Drawing, Structural Analysis, Safety Management"
122,Health Tourism and Hospitality Management,Commerce; Biological Science; Physical Science; ET; or BST,"Health Tourism and Hospitality Management, Business strategy, Leadership, Organizational behavior, Operations, Project management, Entrepreneurship, Problem solving, Data analysis, Team building, Economics, Corporate governance, Business, Money & Finance, Marketing, Working with people, Startups, Sales, Managing teams, Strategic planning, Corporate world","Business Manager, Management Consultant, Operations Manager, Project Manager, Entrepreneur, Business Analyst, General Manager, Strategic Planner, Corporate Executive, Supply Chain Manager, Accountant, Financial Analyst, Marketing Executive, HR Manager, Banker, Logistics Manager, Sales Director","Banking & Finance, Corporate Sector, Retail, Marketing & Advertising, Supply Chain & Logistics, Real Estate, Insurance, Consulting, E-commerce, FMCG, Human Resources, Startups","Leadership, Financial Analysis, Communication, Strategic Planning, Negotiation, Marketing, Problem Solving, Time Management, Team Building, Data-driven Decision Making, Financial analysis, Strategic planning, Accounting, Problem solving, Time management, Data-driven decision making"
123,Biomedical Technology,Engineering Technology or Biosystems Technology,"Biomedical Technology, Coding, Algorithms, Software development, Artificial Intelligence, Data structures, Problem solving, System architecture, Cybersecurity, Cloud computing, Mathematics, Building things, Physics, Technology, Designing structures, Innovation, Construction, Sustainable design, Mechanics","Software Engineer, Systems Architect, AI/ML Engineer, Backend Developer, Data Scientist, IT Consultant, Cybersecurity Analyst, Cloud Solutions Architect, Tech Lead, Systems Analyst, Engineer, Architect, Project Manager, Quantity Surveyor, Structural Engineer, Urban Planner, Site Engineer, Consultant Engineer, Design Engineer, Quality Assurance Engineer","Information Technology, Software Development, Cybersecurity, Cloud Computing, FinTech, E-commerce, Telecommunications, AI/ML Research, Consulting, Tech Startups, Construction, Manufacturing, Technology, Automotive, Aerospace, Energy & Power, Infrastructure, Consulting Firms, Real Estate","Programming, System Design, Problem Solving, Algorithm Design, Database Management, Cloud Computing, Networking, Cybersecurity, Version Control (Git), Agile Methodologies, Advanced Mathematics, Physics, CAD / Modeling, Project Management, Analytical Thinking, Technical Drawing, Structural Analysis, Safety Management"
